22.115646866350147	35.69787427299087
18.100622214146085	32.686601828700645
11.576207154314503	32.93754119905816
5.804609216771169	34.19223805084576
4.298974972194642	31.933783717628103
4.048035931431897	29.675329384410446
1.5386455238043624	28.671571902980332
0.033011279227849855	28.671571902980332
-1.9745010468741953	28.671571902980332
-3.731074332213467	27.91875379190779
-6.240464739841002	25.660299458690133
-7.24422090289201	24.154663236545005
-8.749855147468537	22.64902701439989
-9.502672269756786	20.892451421897263
-11.008306514333299	18.884936459037107
-11.761123636621562	16.37554275546192
-12.012062677384321	13.866149051886737
-13.517696921960834	12.611452200099137
-15.776148288825624	11.105815977954009
-16.779904451876632	9.60017975580891
-17.532721574164896	6.337967941161168
-18.787416777978663	3.8285742375859684
-19.289294859504167	0.5663624229382123
-19.289294859504167	-1.9430312806369727
-20.543990063317935	-2.946788762067044
-23.806197593233733	-3.950546243497115
-28.072161286200526	-5.707121835999757
-29.828734571539812	-7.212758058144871
-31.08342977535358	-10.474969872792613
-29.577795530777053	-13.737181687440355
-24.308075674759223	-15.493757279942983
-19.038355818741408	-15.995636020658026
-13.01581884043533	-16.99939350208811
-10.004550351282305	-18.003150983518182
-12.012062677384321	-19.508787205663296
-13.768635962723593	-20.512544687093367
-16.278026370351128	-24.025695872098638
-14.019575003486352	-25.78227146460128
-12.263001718147066	-28.040725797818936
-11.761123636621562	-29.295422649606536
-6.993281862129251	-30.801058871751636
-5.738586658315484	-31.302937612466692
-3.731074332213467	-33.059513204969335
-3.4801352914507078	-36.5726643899746
